Date_Time                    ,Test Time (s),Step Time (s),Cycle Index,Step Index,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),Charge Time (s),Discharge Time (s),V_Max_On_Cycle (V),Coulombic Efficiency (%),Capacity (Ah),mAh/g,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
	12/15/2023 03:49:17.303,214995.8601,0.0065,1,20,-21.5486,4.3239,-93.1746,0.0000,0.0000,0.0000,0.0001,104807.8000,99221.0200,0.0000,16224.3800,0.0000,0.0006,24.8767,-0.0007,
