tau (s),gamma (Ohms)
6.618941313655199,4.578889179226948e-06
7.070699258721259,4.259713410397359e-06
7.5532907210009075,4.9250396330606335e-06
8.068820158853173,6.7760541554560316e-06
8.619535664753032,1.0164364454721891e-05
9.20783876864958,1.561609150969311e-05
9.836294910426046,2.38499899869929e-05
10.50764462712929,3.578542009683724e-05
11.224815503753208,5.253560322476507e-05
11.990934939690721,7.538222844620696e-05
12.809343786525481,0.00010572914708014978
13.683610916633912,0.00014503521276538353
14.617548786128046,0.00019472859411234807
15.615230060004963,0.00025610635347099735
16.68100537200059,0.0003302233408497791
17.81952229659459,0.0004177737971757702
19.035745615897994,0.0005189686130403709
20.334978969802652,0.0006334125505706574
21.722887983802735,0.0007599902152194584
23.205524975343497,0.0008967771906092572
24.78935534643514,0.0010410015528886762
26.481285777622713,0.0011890870388065792
28.288694346259668,0.0013368076674068093
30.219462700422753,0.0014795708971448622
32.28201042877003,0.0016128218982441479
34.48533177622109,0.0017325291598795506
36.83903486556653,0.001835679520503217
39.35338359604271,0.001920688960678302
42.03934240157969,0.0019876330667388024
44.90862406390307,0.0020382224115504314
47.97374078898995,0.0020754912129874233
51.24805876960937,0.002103224216811241
54.74585647188231,0.002125204341309593
58.482386900033404,0.00214440890435669
62.47394411085379,0.0021623043853113756
66.73793426792992,0.0021783826442893076
71.2929515454867,0.00219004520188919
76.15885921284104,0.002192882211671772
81.3568762530569,0.0021813196088300117
86.90966989352158,0.002149535355224312
92.84145445194746,0.0020924885878156486
99.1780969288384,0.002006876909847328
105.94722980688633,0.001891845133741084
113.17837154918548,0.0017493138199482778
120.9030553217249,0.0015838693758755084
129.15496650148827,0.001402243146371294
137.9700895697977,0.0012124850501496545
147.38686503146315,0.0010229898707359443
157.44635704402688,0.0008415501849718386
168.19243248808687,0.0006745879393600177
179.67195225958343,0.0005266654819426485
191.93497561821974,0.00040031163199643607
205.03497848313492,0.00029613596943728625
219.02908662775806,0.0002131585619711416
233.97832479074302,0.00014925998840216426
249.94788278930005,0.00010165773157124944
267.00739979537406,6.733407749065588e-05
285.2312680143201,4.3368964434094335e-05
304.6989570903505,2.7160258467927322e-05
325.4953606533991,1.653741955521006e-05
347.71116651859904,9.789369813020094e-06
371.4432521527319,5.633441243835932e-06
396.7951071321653,3.151429614064192e-06
423.87728443452056,1.7137291260258476e-06
452.8078825320241,9.058701506172895e-07
483.7130603888452,4.654462153630673e-07
516.7275876081845,2.324583376453975e-07
551.9954321281573,1.1284608830483687e-07
589.6703880292772,5.324618269853628e-08
629.916746191245,2.4420064084215368e-08
672.9100107235915,1.0885741181291482e-08
718.8376642943701,4.7164936158881204e-09
767.8999856942811,1.986223930654208e-09
820.3109232014356,8.129858247618029e-10
876.2990275552534,3.234312477965565e-10
936.1084486079866,1.2506158742810327e-10
1000.0,4.700107643985662e-11
